X,Y,population,EVCharingCount
-8.65,57.85,3.8672088384628265,0
-8.6,57.800000000000004,0.6199242737558152,0
-8.55,57.800000000000004,0.6667978366216022,0
-8.5,57.85,0.461473166942596,0
-7.65,56.800000000000004,1.3013942018151274,0
-7.65,56.85,1.38021683692932,0
-7.65,57.5,0.749377578496933,0
-7.65,57.550000000000004,0.7327355146408085,0
-7.6000000000000005,56.800000000000004,1.5938290357589702,0
-7.6000000000000005,56.85,1.785394740104676,0
-7.6000000000000005,57.5,0.7401516437530515,0
-7.6000000000000005,57.550000000000004,0.718521237373352,0
-7.6000000000000005,58.300000000000004,2.06707406044006,0
-7.550000000000001,56.85,1.941807568073275,0
-7.550000000000001,56.900000000000006,4.715795755386345,0
-7.550000000000001,56.95,4.820395377549257,0
-7.550000000000001,57.6,1.985770559310912,0
-7.5,56.900000000000006,2.1738837957382198,0
-7.5,56.95,60.82739260047675,5
-7.5,57.0,15.312529983520504,0
-7.5,57.550000000000004,4.54198789596558,0
-7.5,57.6,5.239872676354868,0
-7.5,57.650000000000006,4.6037659049034145,0
-7.45,56.900000000000006,1.8558171987533567,0
-7.45,56.95,22.668616991294066,0
-7.45,57.0,4.699635628497964,0
-7.45,57.050000000000004,18.28119745254517,0
-7.45,57.2,3.88190174102783,0
-7.45,57.25,1.87537678082784,0
-7.45,57.550000000000004,5.20516219139099,0
-7.45,57.6,10.56770955191718,0
-7.45,57.650000000000006,1.0909007358551024,0
-7.4,57.0,18.841510444879532,17
-7.4,57.050000000000004,6.986615598201759,0
-7.4,57.1,18.57419045766197,0
-7.4,57.150000000000006,14.235041330258051,0
-7.4,57.2,8.323866636412486,0
-7.4,57.25,5.677374338110287,0
-7.4,57.300000000000004,4.455194791158042,0
-7.4,57.35,10.114786091603724,0
-7.4,57.400000000000006,5.088779825468859,0
-7.4,57.45,67.35157231280677,120
-7.4,57.550000000000004,6.278748400509355,0
-7.4,57.6,5.965892287663054,0
-7.4,57.650000000000006,2.049906773699652,0
-7.3500000000000005,57.0,0.6915281685915861,0
-7.3500000000000005,57.1,17.531483317676344,0
-7.3500000000000005,57.150000000000006,17.875430004937304,24
-7.3500000000000005,57.2,2.0486048302716684,0
-7.3500000000000005,57.25,1.85201064804021,10
-7.3500000000000005,57.300000000000004,4.665245648887422,6
-7.3500000000000005,57.35,3.1724782143445576,6
-7.3500000000000005,57.400000000000006,27.676166481971748,0
-7.3500000000000005,57.45,17.727006746662987,121
-7.3500000000000005,57.5,10.004751139879227,56
-7.3500000000000005,57.550000000000004,7.380864147629053,6
-7.3500000000000005,57.6,1.3218156115876303,0
-7.3500000000000005,57.650000000000006,7.49525683897513,0
-7.3500000000000005,57.7,5.384550094604495,0
-7.300000000000001,57.050000000000004,9.579823361502763,15
-7.300000000000001,57.1,14.513847713669142,15
-7.300000000000001,57.150000000000006,21.310025446116946,36
-7.300000000000001,57.2,0.5956241325898604,0
-7.300000000000001,57.25,0.4550679425398508,0
-7.300000000000001,57.300000000000004,0.6620879165000386,0
-7.300000000000001,57.35,1.8921047159603663,0
-7.300000000000001,57.400000000000006,7.194500774145124,0
-7.300000000000001,57.45,3.569005058871376,0
-7.300000000000001,57.5,14.762866610572448,0
-7.300000000000001,57.550000000000004,8.096494380384685,0
-7.300000000000001,57.6,0.9383077563511001,0
-7.300000000000001,57.650000000000006,2.0805372664561643,0
-7.300000000000001,57.7,5.219149657658169,0
-7.300000000000001,57.75,4.55266761779785,0
-7.25,57.1,1.2724682788054147,0
-7.25,57.150000000000006,1.0720059701374602,0
-7.25,57.2,0.6605830854839748,0
-7.25,57.25,0.5440943787495295,0
-7.25,57.300000000000004,0.36978898601872573,0
-7.25,57.35,6.219013161518994,0
-7.25,57.400000000000006,3.298074384530386,0
-7.25,57.45,1.9292367100715633,0
-7.25,57.5,10.733543180650281,0
-7.25,57.550000000000004,1.8768633953456222,0
-7.25,57.6,0.8494148759378319,0
-7.25,57.650000000000006,1.9446452892187873,0
-7.25,57.7,1.40595233440399,0
-7.25,57.75,1.142758503556252,0
-7.25,57.800000000000004,1.0631990035374967,0
-7.2,57.1,1.21295201778412,0
