X,Y,population,EVCharingCount
-1.15,60.6,3,0
-1.15,60.65,0,0
-1.15,60.7,1,0
-1.1,60.1,7,0
-1.1,60.15,21,0
-1.1,60.2,3,0
-1.1,60.25,7,0
-1.1,60.3,2,0
-1.1,60.35,5,0
-1.1,60.4,9,0
-1.1,60.45,9,0
-1.1,60.5,6,0
-1.1,60.55,0,0
-1.1,60.6,3,0
-1.1,60.65,0,0
-1.1,60.7,0,0
-1.1,60.75,0,0
-1.05,60.1,2,0
-1.05,60.15,3,0
-1.05,60.35,16,0
-1.05,60.45,0,0
-1.05,60.5,15,0
-1.05,60.55,6,0
-1.05,60.6,12,10
-1.05,60.65,3,0
-1.05,60.7,4,0
-1.05,60.75,14,0
-1.0,60.15,2,0
-1.0,60.35,90,1
-1.0,60.55,11,0
-1.0,60.6,4,0
-1.0,60.65,7,0
-1.0,60.7,8,0
-0.95,60.35,18,0
-0.95,60.4,15,0
-0.95,60.6,1,0
-0.95,60.65,7,0
-0.95,60.7,3,0
-0.95,60.75,1,0
-0.95,60.8,0,0
-0.9,60.4,5,0
-0.9,60.55,0,0
-0.9,60.6,1,0
-0.9,60.65,0,0
-0.9,60.7,4,0
-0.9,60.75,5,16
-0.9,60.8,0,0
-0.9,60.85,0,0
-0.85,60.55,0,0
-0.85,60.6,1,0
-0.85,60.65,0,0
-0.85,60.7,5,0
-0.85,60.75,16,0
-0.85,60.8,3,0
-0.85,60.85,0,0
-0.8,60.4,2,0
-0.8,60.6,2,0
-0.8,60.75,6,0
-0.8,60.8,9,0
-0.8,60.85,1,0
-0.75,60.4,16,0
-0.75,60.45,41,0
-0.75,60.6,0,0
